# Cost-value  iter_max
90622636166750.22         100
90622636166750.89         100
90623286817838.75         100
90622636166750.22         100
90622636166750.23         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.20         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166851.19         100
90622636596934.25         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166758.28         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622638495852.50         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.23         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
90622636166750.22         100
